frame,wrist_x,wrist_y,wrist_z,index_mcp_x,index_mcp_y,index_mcp_z,middle_mcp_x,middle_mcp_y,middle_mcp_z,pinky_mcp_x,pinky_mcp_y,pinky_mcp_z
1.000000000000000000e+01,6.285377144813537598e-01,4.426186680793762207e-01,2.465984891841799254e-07,5.139787793159484863e-01,3.640262484550476074e-01,-1.812997646629810333e-02,5.064545869827270508e-01,4.042893350124359131e-01,-1.766475103795528412e-02,5.246387720108032227e-01,4.789777100086212158e-01,-2.426823787391185760e-02
1.100000000000000000e+01,6.252529621124267578e-01,4.389008581638336182e-01,2.388865709690435324e-07,5.084692835807800293e-01,3.582927286624908447e-01,-2.019549161195755005e-02,5.012245178222656250e-01,4.004975259304046631e-01,-1.851913891732692719e-02,5.204928517341613770e-01,4.770966768264770508e-01,-2.316758595407009125e-02
1.200000000000000000e+01,6.220988631248474121e-01,4.382948875427246094e-01,1.887392357957651257e-07,5.043976306915283203e-01,3.533222675323486328e-01,-2.251667529344558716e-02,4.969322979450225830e-01,3.960395753383636475e-01,-1.901010423898696899e-02,5.158249735832214355e-01,4.725395143032073975e-01,-2.103313989937305450e-02
1.300000000000000000e+01,6.178222894668579102e-01,4.392008483409881592e-01,1.175950146148352360e-07,4.999795258045196533e-01,3.531386256217956543e-01,-1.636981405317783356e-02,4.927515387535095215e-01,3.965321779251098633e-01,-1.252954825758934021e-02,5.115509033203125000e-01,4.704018533229827881e-01,-1.444791071116924286e-02
1.400000000000000000e+01,6.157724857330322266e-01,4.336836040019989014e-01,6.129285168299247744e-08,5.003941059112548828e-01,3.530132472515106201e-01,-1.165520865470170975e-02,4.925085902214050293e-01,3.982474505901336670e-01,-8.637509308755397797e-03,5.063732862472534180e-01,4.717652797698974609e-01,-1.274572126567363739e-02
1.500000000000000000e+01,6.132426261901855469e-01,4.353484213352203369e-01,3.647772217618694413e-08,5.003993511199951172e-01,3.474913239479064941e-01,-9.806998074054718018e-03,4.917763471603393555e-01,3.918738663196563721e-01,-5.039768759161233902e-03,5.011472702026367188e-01,4.634450674057006836e-01,-7.008954416960477829e-03
1.600000000000000000e+01,6.129468083381652832e-01,4.341523945331573486e-01,3.786890800938635948e-09,5.000096559524536133e-01,3.458370864391326904e-01,-1.646342687308788300e-02,4.917618036270141602e-01,3.891753554344177246e-01,-9.558781050145626068e-03,5.010020136833190918e-01,4.601680040359497070e-01,-7.538579404354095459e-03
1.700000000000000000e+01,6.135690212249755859e-01,4.328802525997161865e-01,1.675897642883228400e-09,4.997602701187133789e-01,3.459711372852325439e-01,-1.461210753768682480e-02,4.918859601020812988e-01,3.882166147232055664e-01,-6.048514973372220993e-03,5.008189082145690918e-01,4.605754613876342773e-01,-1.279931748285889626e-03
1.800000000000000000e+01,6.127366423606872559e-01,4.329408407211303711e-01,2.723636871593271280e-09,4.989356994628906250e-01,3.444141149520874023e-01,-1.573707163333892822e-02,4.923985898494720459e-01,3.887688219547271729e-01,-5.240150727331638336e-03,5.012425184249877930e-01,4.607895612716674805e-01,2.604637062177062035e-03
1.900000000000000000e+01,6.124409437179565430e-01,4.336374998092651367e-01,-1.725504006344635854e-08,4.990237057209014893e-01,3.440416753292083740e-01,-1.504433993250131607e-02,4.925965368747711182e-01,3.878174424171447754e-01,-5.208135582506656647e-03,5.013443827629089355e-01,4.596638083457946777e-01,1.336997142061591148e-03
2.000000000000000000e+01,6.103594899177551270e-01,4.347006380558013916e-01,-2.586349800992593373e-08,4.979389309883117676e-01,3.440009951591491699e-01,-1.337823271751403809e-02,4.907836914062500000e-01,3.879964649677276611e-01,-4.614327102899551392e-03,4.988489449024200439e-01,4.612671732902526855e-01,-3.812926006503403187e-04
2.100000000000000000e+01,6.103599071502685547e-01,4.329609870910644531e-01,-3.105947499193462136e-08,4.976418018341064453e-01,3.428630828857421875e-01,-1.192803215235471725e-02,4.906587600708007812e-01,3.868795037269592285e-01,-2.838118467479944229e-03,4.994898140430450439e-01,4.608375132083892822e-01,2.068009693175554276e-03
2.200000000000000000e+01,6.098485589027404785e-01,4.334412217140197754e-01,-1.718919762083714886e-08,4.983299970626831055e-01,3.429059088230133057e-01,-1.313674263656139374e-02,4.916309416294097900e-01,3.875343203544616699e-01,-3.499020356684923172e-03,4.999188482761383057e-01,4.599987268447875977e-01,2.455871552228927612e-03
2.300000000000000000e+01,6.096270084381103516e-01,4.318941533565521240e-01,-1.950454731058925972e-08,4.983671307563781738e-01,3.440771698951721191e-01,-1.247021090239286423e-02,4.911826252937316895e-01,3.882352709770202637e-01,-3.674638457596302032e-03,4.993410110473632812e-01,4.606935977935791016e-01,7.795472629368305206e-04
2.400000000000000000e+01,6.085305809974670410e-01,4.315258860588073730e-01,-8.161532782935410069e-09,4.975136816501617432e-01,3.418868482112884521e-01,-1.185316592454910278e-02,4.907718300819396973e-01,3.873243927955627441e-01,-2.191162668168544769e-03,4.986564815044403076e-01,4.591179788112640381e-01,4.235215019434690475e-03
2.500000000000000000e+01,6.099686026573181152e-01,4.308738708496093750e-01,-8.192055922506824572e-09,4.969695806503295898e-01,3.440836071968078613e-01,-1.216324325650930405e-02,4.911643862724304199e-01,3.888939023017883301e-01,-2.000676468014717102e-03,5.007898211479187012e-01,4.605764746665954590e-01,5.083944648504257202e-03
2.600000000000000000e+01,6.093388199806213379e-01,4.311168789863586426e-01,-1.450875153352626512e-08,4.966521263122558594e-01,3.414615094661712646e-01,-1.158914063125848770e-02,4.906228780746459961e-01,3.869510889053344727e-01,-1.572023495100438595e-03,4.994828104972839355e-01,4.587613642215728760e-01,5.438718944787979126e-03
2.700000000000000000e+01,6.098970174789428711e-01,4.291729629039764404e-01,-2.493469963837924297e-08,4.955654740333557129e-01,3.434032499790191650e-01,-1.324005611240863800e-02,4.896035492420196533e-01,3.876585960388183594e-01,-3.388587152585387230e-03,4.991014897823333740e-01,4.612366855144500732e-01,2.960219047963619232e-03
2.800000000000000000e+01,6.089268922805786133e-01,4.298696815967559814e-01,-2.327980652694350283e-08,4.944788813591003418e-01,3.402492403984069824e-01,-1.348191499710083008e-02,4.892290830612182617e-01,3.852396905422210693e-01,-2.675815019756555557e-03,4.999410808086395264e-01,4.566619992256164551e-01,5.526435561478137970e-03
2.900000000000000000e+01,6.104595661163330078e-01,4.282799363136291504e-01,-4.682140186673677817e-08,4.961629211902618408e-01,3.389438986778259277e-01,-1.111085247248411179e-02,4.897540509700775146e-01,3.834210038185119629e-01,-2.181776799261569977e-03,4.993138909339904785e-01,4.578048288822174072e-01,2.365699736401438713e-03
3.000000000000000000e+01,6.082615852355957031e-01,4.305257201194763184e-01,-1.754475142945466359e-08,4.959747791290283203e-01,3.359287381172180176e-01,-1.118118502199649811e-02,4.896861910820007324e-01,3.818883597850799561e-01,-2.114136936143040657e-03,4.994625747203826904e-01,4.547054767608642578e-01,3.252702532336115837e-03
3.100000000000000000e+01,6.087753176689147949e-01,4.271804094314575195e-01,-5.247146717124451243e-08,4.952730834484100342e-01,3.320748507976531982e-01,-9.629710577428340912e-03,4.887753129005432129e-01,3.799374699592590332e-01,-1.625528675504028797e-03,4.988878965377807617e-01,4.559174478054046631e-01,1.772395917214453220e-03
3.200000000000000000e+01,6.087993979454040527e-01,4.195786118507385254e-01,-4.242109241658909013e-08,4.930347800254821777e-01,3.260632753372192383e-01,-1.542715635150671005e-02,4.891855120658874512e-01,3.735421001911163330e-01,-4.711075685918331146e-03,5.026948451995849609e-01,4.484409391880035400e-01,3.564839717000722885e-03
3.300000000000000000e+01,6.082000732421875000e-01,4.103137850761413574e-01,-7.326160300635820022e-08,4.938066005706787109e-01,3.179594278335571289e-01,-1.040753815323114395e-02,4.887263178825378418e-01,3.644663095474243164e-01,-2.518194727599620819e-03,5.006123781204223633e-01,4.381623864173889160e-01,1.029553706757724285e-03
3.400000000000000000e+01,6.056267619132995605e-01,3.950496315956115723e-01,-3.893159927770284412e-08,4.902283549308776855e-01,3.049193024635314941e-01,-1.652624830603599548e-02,4.876341223716735840e-01,3.526583313941955566e-01,-5.670929793268442154e-03,5.017871260643005371e-01,4.255163073539733887e-01,3.251370973885059357e-03
3.500000000000000000e+01,6.039112806320190430e-01,3.748243451118469238e-01,-8.220041536333155818e-08,4.877867698669433594e-01,2.926861941814422607e-01,-1.950986310839653015e-02,4.834216535091400146e-01,3.381813466548919678e-01,-1.061183959245681763e-02,4.971637725830078125e-01,4.081130623817443848e-01,-4.988370463252067566e-03
3.600000000000000000e+01,6.020601987838745117e-01,3.530224561691284180e-01,-6.024890808475902304e-08,4.874315857887268066e-01,2.822406888008117676e-01,-1.798000559210777283e-02,4.826244115829467773e-01,3.274540007114410400e-01,-8.961187675595283508e-03,4.970445334911346436e-01,3.947131931781768799e-01,-2.694771159440279007e-03
3.700000000000000000e+01,6.011325716972351074e-01,3.284005224704742432e-01,-3.620124644498901034e-08,4.852589368820190430e-01,2.695808410644531250e-01,-1.833644881844520569e-02,4.839278757572174072e-01,3.138637542724609375e-01,-8.450433611869812012e-03,5.018748641014099121e-01,3.763856589794158936e-01,-7.201908156275749207e-04
3.800000000000000000e+01,5.977924466133117676e-01,3.037103712558746338e-01,7.018522651947023405e-09,4.840612709522247314e-01,2.632714807987213135e-01,-1.714522019028663635e-02,4.790823459625244141e-01,3.022291958332061768e-01,-8.022335357964038849e-03,4.972929954528808594e-01,3.579545617103576660e-01,-1.440901396563276649e-04
3.900000000000000000e+01,6.013216972351074219e-01,2.836531996726989746e-01,2.882162419837186462e-08,4.853807985782623291e-01,2.477709203958511353e-01,-1.620909012854099274e-02,4.813455641269683838e-01,2.903347611427307129e-01,-5.713916383683681488e-03,5.021048188209533691e-01,3.471003770828247070e-01,3.830091794952750206e-03
4.000000000000000000e+01,6.016053557395935059e-01,2.672871947288513184e-01,6.397702634330926230e-08,4.873700737953186035e-01,2.406457066535949707e-01,-2.064317837357521057e-02,4.832622408866882324e-01,2.833411991596221924e-01,-9.033864364027976990e-03,5.033714771270751953e-01,3.405739367008209229e-01,2.633004449307918549e-03
4.100000000000000000e+01,5.998074412345886230e-01,2.477204501628875732e-01,3.931856440431147348e-08,4.888360202312469482e-01,2.327390015125274658e-01,-2.401142567396163940e-02,4.843400418758392334e-01,2.710545063018798828e-01,-9.965357370674610138e-03,5.019314885139465332e-01,3.264618217945098877e-01,5.464158020913600922e-03
4.200000000000000000e+01,5.987002253532409668e-01,2.332515567541122437e-01,8.360482439684346900e-08,4.912850260734558105e-01,2.277787774801254272e-01,-3.443412482738494873e-02,4.871657490730285645e-01,2.626094222068786621e-01,-1.582783646881580353e-02,5.035415291786193848e-01,3.157105147838592529e-01,7.266793400049209595e-03
4.300000000000000000e+01,6.001928448677062988e-01,2.180070579051971436e-01,1.148039245890686288e-07,4.897953569889068604e-01,2.272832989692687988e-01,-3.368025645613670349e-02,4.881562590599060059e-01,2.614749073982238770e-01,-1.313551142811775208e-02,5.059149265289306641e-01,3.104343414306640625e-01,1.421268563717603683e-02
4.400000000000000000e+01,5.977301597595214844e-01,2.018853425979614258e-01,1.317076794293825515e-07,4.895975291728973389e-01,2.288552373647689819e-01,-3.657751530408859253e-02,4.878513514995574951e-01,2.556666433811187744e-01,-1.493990793824195862e-02,5.046807527542114258e-01,2.938602566719055176e-01,1.485964935272932053e-02
4.500000000000000000e+01,5.988495349884033203e-01,1.866242885589599609e-01,1.366363164834183408e-07,4.923290610313415527e-01,2.264410704374313354e-01,-4.359512031078338623e-02,4.901863932609558105e-01,2.489592283964157104e-01,-1.943481341004371643e-02,5.077104568481445312e-01,2.775213122367858887e-01,1.525991596281528473e-02
4.600000000000000000e+01,5.960106849670410156e-01,1.844610869884490967e-01,9.257207267410194618e-08,4.883366227149963379e-01,2.266176342964172363e-01,-3.932385519146919250e-02,4.890486001968383789e-01,2.538388967514038086e-01,-1.772812195122241974e-02,5.087026953697204590e-01,2.859481573104858398e-01,1.183768827468156815e-02
4.700000000000000000e+01,5.953493118286132812e-01,1.737400889396667480e-01,1.537946872076645377e-07,4.914120137691497803e-01,2.244623899459838867e-01,-4.547513276338577271e-02,4.915781021118164062e-01,2.482790648937225342e-01,-2.028857171535491943e-02,5.098113417625427246e-01,2.751800119876861572e-01,1.686383225023746490e-02
4.800000000000000000e+01,5.912741422653198242e-01,1.696438491344451904e-01,1.233897961583352298e-07,4.912547171115875244e-01,2.265254110097885132e-01,-4.428979754447937012e-02,4.913460314273834229e-01,2.491127103567123413e-01,-2.072354778647422791e-02,5.086793303489685059e-01,2.722764611244201660e-01,1.378062646836042404e-02
4.900000000000000000e+01,5.908310413360595703e-01,1.607708036899566650e-01,6.907028193836595165e-08,4.915207624435424805e-01,2.169052064418792725e-01,-4.613265022635459900e-02,4.906803965568542480e-01,2.370637059211730957e-01,-2.192338183522224426e-02,5.055796504020690918e-01,2.628456652164459229e-01,1.381123624742031097e-02
5.000000000000000000e+01,5.914848446846008301e-01,1.561278402805328369e-01,1.466185040044365451e-07,4.959916770458221436e-01,2.209008932113647461e-01,-4.465330764651298523e-02,4.942809939384460449e-01,2.358197867870330811e-01,-2.171264402568340302e-02,5.067157745361328125e-01,2.535760700702667236e-01,1.273025386035442352e-02
5.100000000000000000e+01,5.920131206512451172e-01,1.513299643993377686e-01,1.897454211530202883e-07,4.971746504306793213e-01,2.187511622905731201e-01,-4.224467277526855469e-02,4.969250261783599854e-01,2.332184016704559326e-01,-1.826615259051322937e-02,5.080925226211547852e-01,2.509636282920837402e-01,1.868996024131774902e-02
5.200000000000000000e+01,5.942125916481018066e-01,1.492972970008850098e-01,2.201277027324977098e-07,5.013309717178344727e-01,2.109211683273315430e-01,-3.636760637164115906e-02,5.012245774269104004e-01,2.264667004346847534e-01,-1.495350711047649384e-02,5.138168931007385254e-01,2.485213726758956909e-01,1.611913554370403290e-02
5.300000000000000000e+01,5.924117565155029297e-01,1.494602859020233154e-01,1.776225673211229150e-07,5.025153160095214844e-01,2.093400806188583374e-01,-3.431143239140510559e-02,5.034049153327941895e-01,2.225579023361206055e-01,-1.358914840966463089e-02,5.165143609046936035e-01,2.400818169116973877e-01,1.712271757423877716e-02
5.400000000000000000e+01,5.943216085433959961e-01,1.393032073974609375e-01,3.443321929808007553e-07,5.054029226303100586e-01,2.065265774726867676e-01,-1.651108451187610626e-02,5.085220336914062500e-01,2.122674584388732910e-01,3.130119992420077324e-03,5.270152091979980469e-01,2.222173362970352173e-01,2.962101995944976807e-02
5.500000000000000000e+01,5.965073108673095703e-01,1.341775059700012207e-01,3.387270908206119202e-07,5.133588910102844238e-01,2.060092389583587646e-01,-1.536215562373399734e-02,5.144588947296142578e-01,2.024861276149749756e-01,1.545882550999522209e-03,5.293933749198913574e-01,1.986785531044006348e-01,2.367934212088584900e-02
5.600000000000000000e+01,5.919522643089294434e-01,1.324691176414489746e-01,3.039433806861779885e-07,5.210964083671569824e-01,2.085808068513870239e-01,-3.227182850241661072e-02,5.186272263526916504e-01,2.021721452474594116e-01,-1.758745685219764709e-02,5.268552303314208984e-01,1.985702216625213623e-01,2.337278798222541809e-03
5.700000000000000000e+01,5.934128761291503906e-01,1.279352903366088867e-01,3.093113321028795326e-07,5.233911871910095215e-01,2.030836641788482666e-01,-2.924185618758201599e-02,5.216265916824340820e-01,1.951401233673095703e-01,-1.586470939218997955e-02,5.290085673332214355e-01,1.907350420951843262e-01,1.248221145942807198e-03
5.800000000000000000e+01,5.925063490867614746e-01,1.221138089895248413e-01,3.297597004348062910e-07,5.210518240928649902e-01,2.026904225349426270e-01,-2.715180069208145142e-02,5.203648805618286133e-01,1.935910433530807495e-01,-1.337527111172676086e-02,5.310859084129333496e-01,1.880036741495132446e-01,4.404677078127861023e-03
5.900000000000000000e+01,5.900660753250122070e-01,1.205445080995559692e-01,3.365391592069499893e-07,5.159603953361511230e-01,2.062496393918991089e-01,-2.347775921225547791e-02,5.139598846435546875e-01,2.001089900732040405e-01,-7.996371015906333923e-03,5.232412815093994141e-01,1.961943507194519043e-01,1.242959871888160706e-02
6.000000000000000000e+01,5.897728204727172852e-01,1.198045909404754639e-01,3.195470696937263710e-07,5.129840373992919922e-01,2.068426907062530518e-01,-2.483521588146686554e-02,5.101259946823120117e-01,2.038988769054412842e-01,-7.886329665780067444e-03,5.186201333999633789e-01,2.021979838609695435e-01,1.622413657605648041e-02
6.100000000000000000e+01,5.915994644165039062e-01,1.158724576234817505e-01,3.433552251408400480e-07,5.058901906013488770e-01,2.083987444639205933e-01,-1.383052673190832138e-02,5.061986446380615234e-01,2.034553587436676025e-01,6.652610842138528824e-03,5.209804773330688477e-01,1.968702673912048340e-01,3.698037937283515930e-02
6.200000000000000000e+01,5.891714096069335938e-01,1.191035658121109009e-01,3.653335056696960237e-07,4.989575147628784180e-01,2.112452685832977295e-01,-1.788691245019435883e-02,4.997780025005340576e-01,2.076533585786819458e-01,5.655711982399225235e-03,5.159701108932495117e-01,2.051395475864410400e-01,4.242720827460289001e-02
6.300000000000000000e+01,5.909779667854309082e-01,1.200342476367950439e-01,2.771697893422242487e-07,4.990322887897491455e-01,2.123898118734359741e-01,-2.084848098456859589e-02,4.999882578849792480e-01,2.094742655754089355e-01,1.791610615327954292e-03,5.171821117401123047e-01,2.050610035657882690e-01,3.794281557202339172e-02
6.400000000000000000e+01,5.921911001205444336e-01,1.181303411722183228e-01,2.705621113818779122e-07,4.995537400245666504e-01,2.116300910711288452e-01,-1.784509234130382538e-02,5.007220506668090820e-01,2.072337716817855835e-01,4.650626797229051590e-03,5.180232524871826172e-01,2.009914070367813110e-01,4.041898995637893677e-02
6.500000000000000000e+01,5.897116661071777344e-01,1.192789375782012939e-01,2.783669401651422959e-07,4.982338547706604004e-01,2.134213298559188843e-01,-2.166149020195007324e-02,4.989402294158935547e-01,2.096855789422988892e-01,1.730593037791550159e-03,5.156584382057189941e-01,2.044379264116287231e-01,3.986905887722969055e-02
6.600000000000000000e+01,5.925223827362060547e-01,1.168181151151657104e-01,2.531623408685845789e-07,5.000348687171936035e-01,2.118766158819198608e-01,-1.867628283798694611e-02,5.022873878479003906e-01,2.087842971086502075e-01,4.154157359153032303e-03,5.202440023422241211e-01,2.034333348274230957e-01,4.089507088065147400e-02
6.700000000000000000e+01,5.933450460433959961e-01,1.151912659406661987e-01,2.904256461988552473e-07,5.003494620323181152e-01,2.101950794458389282e-01,-1.553811412304639816e-02,5.012309551239013672e-01,2.028848826885223389e-01,5.541435908526182175e-03,5.172053575515747070e-01,1.963540017604827881e-01,3.830204159021377563e-02
6.800000000000000000e+01,5.911644697189331055e-01,1.185191124677658081e-01,2.827273988259548787e-07,4.992097914218902588e-01,2.130248397588729858e-01,-1.996147446334362030e-02,5.003060102462768555e-01,2.055160850286483765e-01,2.136538969352841377e-03,5.177973508834838867e-01,1.980908215045928955e-01,3.794107586145401001e-02
6.900000000000000000e+01,5.938173532485961914e-01,1.166175603866577148e-01,2.170841781889976119e-07,4.998197555541992188e-01,2.099458873271942139e-01,-2.196751348674297333e-02,5.014078021049499512e-01,2.057893127202987671e-01,6.586562958545982838e-04,5.202243924140930176e-01,1.992177367210388184e-01,3.775824233889579773e-02
7.000000000000000000e+01,5.939749479293823242e-01,1.146145910024642944e-01,2.540884906920837238e-07,5.001947283744812012e-01,2.099585533142089844e-01,-1.565323770046234131e-02,5.015250444412231445e-01,2.027354091405868530e-01,5.858168937265872955e-03,5.192716121673583984e-01,1.943753361701965332e-01,3.976782038807868958e-02
7.100000000000000000e+01,5.921375155448913574e-01,1.154694110155105591e-01,2.931236338099552086e-07,4.986512362957000732e-01,2.112082093954086304e-01,-1.591921970248222351e-02,4.999717175960540771e-01,2.021481841802597046e-01,5.988591350615024567e-03,5.181500911712646484e-01,1.939398348331451416e-01,4.059467837214469910e-02
7.200000000000000000e+01,5.921545624732971191e-01,1.171377003192901611e-01,2.610436240502167493e-07,4.994412064552307129e-01,2.140189856290817261e-01,-1.908029802143573761e-02,5.010505914688110352e-01,2.083039432764053345e-01,2.266233554109930992e-03,5.194967985153198242e-01,1.994783729314804077e-01,3.633246570825576782e-02
7.300000000000000000e+01,5.940427184104919434e-01,1.117144823074340820e-01,3.041780871626542648e-07,5.005605220794677734e-01,2.091996222734451294e-01,-1.392032671719789505e-02,5.014365315437316895e-01,2.009542137384414673e-01,8.234821259975433350e-03,5.186199545860290527e-01,1.937947273254394531e-01,4.253333061933517456e-02
7.400000000000000000e+01,5.909172296524047852e-01,1.151109784841537476e-01,3.035927989003539551e-07,4.994908869266510010e-01,2.129180431365966797e-01,-1.913495548069477081e-02,4.992575347423553467e-01,2.033560723066329956e-01,1.854599919170141220e-03,5.152208209037780762e-01,1.965141445398330688e-01,3.488188236951828003e-02
7.500000000000000000e+01,5.927197933197021484e-01,1.154571175575256348e-01,2.606714133435161784e-07,5.010154247283935547e-01,2.135641425848007202e-01,-2.417134679853916168e-02,5.004648566246032715e-01,2.075667977333068848e-01,-2.855508355423808098e-03,5.176253318786621094e-01,1.998647600412368774e-01,3.118987567722797394e-02
7.600000000000000000e+01,5.941628217697143555e-01,1.122018396854400635e-01,2.827677008099271916e-07,5.018870830535888672e-01,2.100416868925094604e-01,-1.665915735065937042e-02,5.009731054306030273e-01,2.005537003278732300e-01,4.129601642489433289e-03,5.169727802276611328e-01,1.930529922246932983e-01,3.615996986627578735e-02
7.700000000000000000e+01,5.921143889427185059e-01,1.117972284555435181e-01,2.680267243704292923e-07,5.024928450584411621e-01,2.115165889263153076e-01,-2.270426228642463684e-02,4.992351233959197998e-01,1.999572813510894775e-01,-3.092913888394832611e-03,5.136977434158325195e-01,1.935909092426300049e-01,2.751680277287960052e-02
7.800000000000000000e+01,5.927428603172302246e-01,1.114630699157714844e-01,2.974189214910438750e-07,5.022552013397216797e-01,2.119934856891632080e-01,-1.908411644399166107e-02,4.999166131019592285e-01,2.000475525856018066e-01,1.345942961052060127e-03,5.153213739395141602e-01,1.911484152078628540e-01,3.320194780826568604e-02
7.900000000000000000e+01,5.926897525787353516e-01,1.122651398181915283e-01,3.012336833307927009e-07,5.029315948486328125e-01,2.126313596963882446e-01,-1.896003447473049164e-02,5.002687573432922363e-01,2.010059505701065063e-01,8.729581604711711407e-04,5.146483182907104492e-01,1.933036148548126221e-01,3.131454065442085266e-02
8.000000000000000000e+01,5.924274325370788574e-01,1.134228706359863281e-01,3.025646151399996597e-07,5.027220845222473145e-01,2.136715948581695557e-01,-1.687713153660297394e-02,5.004849433898925781e-01,2.022695541381835938e-01,2.307614544406533241e-03,5.145074129104614258e-01,1.939882338047027588e-01,3.146030008792877197e-02
8.100000000000000000e+01,5.937780737876892090e-01,1.118927448987960815e-01,3.315213632504310226e-07,5.022307634353637695e-01,2.135129570960998535e-01,-1.352546457201242447e-02,5.012272000312805176e-01,2.005019783973693848e-01,6.700408179312944412e-03,5.175091624259948730e-01,1.893351972103118896e-01,3.738231211900711060e-02
8.200000000000000000e+01,5.918351411819458008e-01,1.140567064285278320e-01,2.980724502776865847e-07,5.019423365592956543e-01,2.143394052982330322e-01,-1.840321160852909088e-02,4.998444318771362305e-01,2.032029628753662109e-01,1.146657392382621765e-03,5.143374800682067871e-01,1.956009268760681152e-01,3.120544366538524628e-02
8.300000000000000000e+01,5.954084396362304688e-01,1.124079674482345581e-01,3.188395396591658937e-07,5.041366219520568848e-01,2.128396779298782349e-01,-1.483930367976427078e-02,5.034189820289611816e-01,2.022984176874160767e-01,5.319998599588871002e-03,5.193614363670349121e-01,1.934288740158081055e-01,3.569328784942626953e-02
8.400000000000000000e+01,5.927967429161071777e-01,1.157635301351547241e-01,3.041360514544066973e-07,5.021584630012512207e-01,2.141449749469757080e-01,-1.660613529384136200e-02,5.010380148887634277e-01,2.052468061447143555e-01,3.450821852311491966e-03,5.161153078079223633e-01,1.992895156145095825e-01,3.425227850675582886e-02
8.500000000000000000e+01,5.965899825096130371e-01,1.147274374961853027e-01,2.989764880112488754e-07,5.051161050796508789e-01,2.122158855199813843e-01,-1.659637130796909332e-02,5.056264400482177734e-01,2.052565664052963257e-01,3.738660598173737526e-03,5.222436785697937012e-01,1.967087686061859131e-01,3.481906279921531677e-02
8.600000000000000000e+01,5.958920717239379883e-01,1.212041079998016357e-01,3.029180106750573032e-07,5.056714415550231934e-01,2.136949300765991211e-01,-1.769901625812053680e-02,5.055214166641235352e-01,2.090562433004379272e-01,7.695325766690075397e-04,5.195593237876892090e-01,2.057362049818038940e-01,2.790451981127262115e-02
